"individualID","uid","date","eventID","phenophaseName","phenophaseStatus","phenophaseIntensityDefinition","phenophaseIntensity","remarks","obsYear"
"NEON.PLA.D16.ABBY.06152","33dc62af-c6d3-4061-952e-bdcc78c1bc44",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06299","a3d3f562-51e8-4845-82cf-d64d07b9e90e",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06169","2708aad5-2c4a-489b-8121-f8f626210772",2023-03-28,NA,"Colored leaves","yes","Percentage of the canopy that is full with colored leaves","< 5%",NA,2023
"NEON.PLA.D16.ABBY.06124","7f4fb75b-a775-42bb-b00b-5a38417d4bb1",2023-03-28,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06285","9e9641c6-3cbc-4f3c-8afc-31f6c8718d2a",2023-03-28,NA,"Initial growth","uncertain",NA,NA,"Could not find marker",2023
"NEON.PLA.D16.ABBY.06137","9ad7f670-318a-41d9-8063-6fdf94ccb146",2023-03-28,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06150","0ec7ae36-9c0e-453b-8300-83d138af9179",2023-03-28,NA,"Breaking leaf buds","yes","Number of breaking buds","< 3",NA,2023
"NEON.PLA.D16.ABBY.06128","324520c9-e29c-46e4-a2e6-1126aad8c107",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06165","87418e1b-4048-4f77-b9fd-48c9a56debc3",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06147","fab64cd9-ed89-4370-94f6-56da411ca9ef",2023-03-28,NA,"Young leaves","uncertain","Number of young leaves present",NA,"Crushed with branch",2023
"NEON.PLA.D16.ABBY.06162","2dabfe28-5aaf-4b06-9206-61b15ada23ff",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06137","edb6dd3a-fdbe-4d66-8479-50b218285d2f",2023-03-28,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06111","b1654200-e793-4c53-9337-f21d45f52ed4",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,"Individual absent",2023
"NEON.PLA.D16.ABBY.06145","379fc0a7-6a95-4851-b792-17de9837bdb0",2023-03-28,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06165","f9973c90-ac49-46ae-8249-20f28d6b6c02",2023-03-28,NA,"Breaking leaf buds","yes","Number of breaking buds","11 to 100",NA,2023
"NEON.PLA.D16.ABBY.06291","18881a9e-acbd-4ac7-a470-cc652ca738f3",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06160","48396720-0dc4-4879-89a6-df90f3dc02bd",2023-03-28,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06128","7a9eaf3f-2204-460b-b46f-690c03866619",2023-03-28,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06296","70134bd0-52e3-4729-b0cf-2d0f03303a1d",2023-03-28,NA,"Initial growth","yes",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06135","5687d4d7-5a7f-43f7-b119-5a72d57c2421",2023-03-28,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2023
"NEON.PLA.D16.ABBY.06103","8dcbc01a-aa48-4e34-8854-cddbd58195cd",2023-03-28,NA,"Initial growth","no",NA,NA,"Individual absent",2023
"NEON.PLA.D16.ABBY.06131","06186ba8-3263-47e9-ab1d-bf5b9653adf6",2023-03-28,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06292","f68c596c-461f-487d-a6ca-6890e21859e4",2023-03-28,NA,"Initial growth","no",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06118","9bed83a6-f6c9-4ebd-93bb-6b503910891f",2023-03-28,NA,"Young leaves","uncertain",NA,NA,"Could not find marker",2023
"NEON.PLA.D16.ABBY.06090","07622d5b-299a-4f4e-b88e-b46827bbe381",2023-03-28,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2023
"NEON.PLA.D16.ABBY.06163","49564345-04ba-4e9b-9d7b-094d967bade0",2023-03-28,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2023
"NEON.PLA.D16.ABBY.06124","0818bd4a-852b-4b12-9893-ff83c74be8f5",2023-03-28,NA,"Falling leaves","no",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06141","547438a2-320c-4016-98fc-8a6f76117fbb",2023-03-28,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06169","37e7a604-2c6b-44aa-bf6c-674a333a6770",2023-03-28,NA,"Young leaves","no","Number of young leaves present",NA,NA,2023
"NEON.PLA.D16.ABBY.06110","da6602a0-b5f8-413b-8e60-c3aafaf21c87",2023-03-28,NA,"Leaves","no",NA,NA,"Individual absent",2023
"NEON.PLA.D16.ABBY.06153","de4934b4-cc0e-440d-b0d9-cdd4a18a3f4b",2023-03-28,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06103","88877ddb-e489-4d40-abe9-76319876e0f4",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,"Individual absent",2023
"NEON.PLA.D16.ABBY.06109","56d06846-a3c1-4663-8df0-8a19773a5ded",2023-03-28,NA,"Leaves","no",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06153","e4ae9903-5b8d-42b1-a6fa-d4116862da6e",2023-03-28,NA,"Falling leaves","no",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06145","f325f955-a1cd-4e7d-bc89-1aa33079466c",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06119","b878a2d7-1dd0-477b-b47e-d05415420f51",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06090","7ab4b5db-e7ff-4ed6-9064-e38545c39a07",2023-03-28,NA,"Young leaves","yes","Number of young leaves present","< 3",NA,2023
"NEON.PLA.D16.ABBY.06285","d3994ec1-03a4-4568-9b38-0cb58a8924de",2023-03-28,NA,"Open flowers","uncertain","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,"Could not find marker",2023
"NEON.PLA.D16.ABBY.06130","4a2ccae1-7d09-43e4-b2b2-4f76f15a7d3c",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06140","91a39a92-b03d-43f1-9b66-17f8a25b1b10",2023-03-28,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06150","c4e90148-8d99-4ebe-899a-9742022f17a6",2023-03-28,NA,"Open flowers","yes","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open","5-24%",NA,2023
"NEON.PLA.D16.ABBY.06161","f7ade4fe-806f-4c3f-8f20-d2cf9420bfd7",2023-03-28,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06114","35f508f6-32f6-4be5-8205-91488b854400",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06142","75d5a957-287d-4fe2-a303-38fdb7d2d4d8",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06288","c110861b-65cc-4d62-a426-8a13bf73cf93",2023-03-28,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06160","9e9726ab-a7bc-4547-aae5-ebaae318a7d3",2023-03-28,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06162","75400b2b-e2d1-48a7-af61-b328388d03d8",2023-03-28,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2023
"NEON.PLA.D16.ABBY.06003","61ea9e4b-891e-49eb-af3a-a34377805055",2023-03-28,NA,"Young leaves","no","Number of young leaves present",NA,NA,2023
"NEON.PLA.D16.ABBY.06139","261699d2-6fa7-4d17-99ad-832733800023",2023-03-28,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06158","158040e7-36be-41d7-b34b-60e0ba7b4324",2023-03-28,NA,"Open flowers","yes","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open","< 5%",NA,2023
"NEON.PLA.D16.ABBY.06155","c7eff9d6-34b4-4a3d-88a4-49da9b8e412b",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06144","bd2b0d6f-a84b-4bf5-bcba-f2ad36c547ca",2023-03-28,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06167","e7a98046-ec5e-48d1-994e-d6108ac4ffe4",2023-03-28,NA,"Open pollen cones","no","Percentage of all fresh pollen cones (unopened plus open) on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06277","3fdcc627-694a-48f0-8a3c-d78dc4afff92",2023-03-28,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2023
"NEON.PLA.D16.ABBY.06483","f7225168-a723-458e-9fee-c40a91418b1b",2023-03-28,NA,"Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%",NA,2023
"NEON.PLA.D16.ABBY.06104","dda94a71-810c-492d-bf1c-50c2c319a0f5",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,"Could not find marker",2023
"NEON.PLA.D16.ABBY.06289","63f6c0a9-c362-4cc0-9fd2-0e7db3b46292",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06167","07039703-1a50-4786-806d-805486485376",2023-03-28,NA,"Breaking needle buds","no","Number of breaking buds",NA,NA,2023
"NEON.PLA.D16.ABBY.06150","ff218541-b10b-41f7-9b88-4a908e992fb1",2023-03-28,NA,"Falling leaves","no",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06077","bf63b40d-f61c-4ff2-af70-e81544055de1",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,"Insect damaged",2023
"NEON.PLA.D16.ABBY.06276","dd46d13a-8939-4f63-a6c0-6a8ddb36cdbd",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06159","2097108d-58de-4f00-9b50-0d3a420b8083",2023-03-28,NA,"Young leaves","no","Number of young leaves present",NA,NA,2023
"NEON.PLA.D16.ABBY.06164","8eecdd87-cfd0-4a05-be15-1e8a269ca331",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06140","9ca585c6-c0e9-4d7d-a5da-51113d65d5af",2023-03-28,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2023
"NEON.PLA.D16.ABBY.06115","23ac9298-e689-40cb-96a0-6854b42f22f1",2023-03-28,NA,"Initial growth","no",NA,NA,"Individual absent",2023
"NEON.PLA.D16.ABBY.06160","e486b81d-614f-4e2d-bef9-457dff89c526",2023-03-28,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2023
"NEON.PLA.D16.ABBY.06148","c2468906-6fd2-4627-8fbd-ec892b562a13",2023-03-28,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06497","2ce096aa-9ca6-4f53-b5e1-6a3baba529be",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06150","77b7fdab-5348-4aac-92e0-e57eb4178ecb",2023-03-28,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06278","182d8bdd-2ead-42da-addc-d73dd355f8d6",2023-03-28,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06123","a03c98d5-2aa9-4004-9b07-3cc6575fb3e6",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06277","c51746c3-1cf4-4a5e-93d2-5ede11dbd2c7",2023-03-28,NA,"Falling leaves","no",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06140","9d380ad0-33ab-4c9b-a247-e1848fecd2cf",2023-03-28,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06297","865912b6-9b4e-41df-8bd3-c7fc38735d6c",2023-03-28,NA,"Initial growth","uncertain",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06137","06b64511-d768-46ee-881c-dfe775ff04b6",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06052","ecf0a043-e1d5-4ff9-b722-dab463c85b18",2023-03-28,NA,"Breaking needle buds","no","Number of breaking buds",NA,NA,2023
"NEON.PLA.D16.ABBY.06161","24d7c32d-b8dc-4430-8e1e-5d56c8a0a3e8",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06286","e1e2ccfb-b658-40e2-8ca6-26c260390977",2023-03-28,NA,"Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%",NA,2023
"NEON.PLA.D16.ABBY.06131","6f70f693-df4b-423d-a2b9-d32f55a63571",2023-03-28,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2023
"NEON.PLA.D16.ABBY.06132","48c0f6ef-495e-47f5-8b92-3e6aa52627e2",2023-03-28,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06278","21236623-ca35-4084-a1d7-091440107f7d",2023-03-28,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","25-49%",NA,2023
"NEON.PLA.D16.ABBY.06122","abe4d7c7-176f-430c-b58e-af0ee62d2921",2023-03-28,NA,"Falling leaves","no",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06077","241bbde8-f98d-436d-bde8-6d462b6c6db1",2023-03-28,NA,"Young leaves","no","Number of young leaves present",NA,"Insect damaged",2023
"NEON.PLA.D16.ABBY.06497","dc432bb7-ecda-4491-a73e-00e5521a0f89",2023-03-28,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06152","2af59597-7427-4915-a9fd-54bf6390ae6b",2023-03-28,NA,"Breaking leaf buds","yes","Number of breaking buds","11 to 100",NA,2023
"NEON.PLA.D16.ABBY.06164","c4df3244-17bd-4001-8240-40aa038221b5",2023-03-28,NA,"Breaking leaf buds","uncertain","Number of breaking buds",NA,NA,2023
"NEON.PLA.D16.ABBY.06107","4ea910ef-2266-4cd5-9944-dbb8fd4ffa1e",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06007","42456d00-5836-48cf-9719-a2f669dfc99c",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06163","84298fbc-1b9a-4714-be1c-92e9d6549e5c",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06483","2c9bc1ce-ccc3-4a48-8ab4-f638b3c8e264",2023-03-28,NA,"Young leaves","yes",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06120","b5fa49ef-1801-483a-b56d-f2d1b8cc8b63",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06288","aa960f6f-a2f1-4f54-963f-57c04c4a69c2",2023-03-28,NA,"Young leaves","no",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06142","7fcaba6a-5bde-427c-80f2-609b58cda434",2023-03-28,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06150","2429e97a-486e-4f8d-96c2-9b0c988c231a",2023-03-28,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06123","1999bcc2-1e87-43c6-9e4f-68dd842e4056",2023-03-28,NA,"Falling leaves","no",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06192","8ae24ced-8ba9-4428-b3cb-68abedfc3735",2023-03-28,NA,"Open pollen cones","no","Percentage of all fresh pollen cones (unopened plus open) on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06146","013c0d0b-45dc-46d9-9749-f3ecfae463b8",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06136","765c026f-fef0-411e-90bd-3051efe51bc8",2023-03-28,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06141","138e5870-ad8d-4743-8300-15024d7d30db",2023-03-28,NA,"Falling leaves","no",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06132","57cec2f6-6cfe-4a57-b962-2263327451d1",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06153","8f44d76d-44da-483b-b82a-ff2c0b460e0b",2023-03-28,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2023
"NEON.PLA.D16.ABBY.06134","bf1fe8c4-b827-4f8f-891a-6d77dbd37fd5",2023-03-28,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2023
"NEON.PLA.D16.ABBY.06163","b21cb2c1-789b-4b75-ac5e-79c9cbbfb2fd",2023-03-28,NA,"Falling leaves","no",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06146","7660d791-5b7b-47dc-9cd7-7a0a5abffa3b",2023-03-28,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06077","be618304-c16f-4f5f-9c8f-a8ab245e26d9",2023-03-28,NA,"Breaking leaf buds","no","Number of breaking buds",NA,"Insect damaged",2023
"NEON.PLA.D16.ABBY.06291","d519606c-d199-4885-8938-7aca2abcbde3",2023-03-28,NA,"Initial growth","no",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06161","2689b41b-28aa-4212-bff9-309a33be49e0",2023-03-28,NA,"Falling leaves","no",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06141","bb0a0398-cf7c-4a3e-9cf6-13946780efba",2023-03-28,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2023
"NEON.PLA.D16.ABBY.06118","775c0471-7284-40c8-967b-8e7bd7822185",2023-03-28,NA,"Initial growth","uncertain",NA,NA,"Could not find marker",2023
"NEON.PLA.D16.ABBY.06279","d25bea08-aa53-4650-892d-0e816ac15a9d",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06132","62456066-0b82-40eb-8c3f-23b7841f18cd",2023-03-28,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06128","9e3c1bfd-0642-406d-96a8-7353ab376e7c",2023-03-28,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2023
"NEON.PLA.D16.ABBY.06089","b39e7693-d2fe-4603-a4d6-590928051eaf",2023-03-28,NA,"Falling leaves","no",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06282","5750913c-7fd2-4aae-a2a8-431c41ae2831",2023-03-28,NA,"Leaves","no",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06276","8b4492c1-87a9-4453-8e6e-73b8c45d6b6d",2023-03-28,NA,"Leaves","yes","Percentage of the canopy that is full with leaves",">= 95%",NA,2023
"NEON.PLA.D16.ABBY.06164","f6041999-4e9d-49c4-bd9c-97d88aab3cc3",2023-03-28,NA,"Falling leaves","no",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06162","a18f5f0d-d275-47b3-97ff-7ac5511e5d77",2023-03-28,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","< 5%",NA,2023
"NEON.PLA.D16.ABBY.06177","d29db025-219a-4b14-b64e-849f82a2488a",2023-03-28,NA,"Young needles","no","Number of young needles present",NA,NA,2023
"NEON.PLA.D16.ABBY.06277","808a8d1e-11fb-4f99-9559-45f8195d765d",2023-03-28,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06139","d1c61d99-133d-42bf-966e-e7ac5a6610d8",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06487","2967084e-c2b5-4afa-8aa5-fe314f34be85",2023-03-28,NA,"Initial growth","no",NA,NA,"Individual absent",2023
"NEON.PLA.D16.ABBY.06122","04466f64-ae34-456c-88b9-48c1b89b6e5e",2023-03-28,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06118","a629d7e3-710f-4cce-8a95-bc9623cff263",2023-03-28,NA,"Leaves","uncertain","Percentage of the canopy that is full with leaves",NA,"Could not find marker",2023
"NEON.PLA.D16.ABBY.06161","7495b691-240b-48cf-9d74-9f8be3703030",2023-03-28,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06074","73bbde8f-1a47-4e7c-b877-d291102ba258",2023-03-28,NA,"Open flowers","yes","Percentage of all fresh flowers (buds plus unopened plus open on the plant that are open","5-24%","Catkins",2023
"NEON.PLA.D16.ABBY.06105","efa7f454-2526-4385-af73-f55357204e94",2023-03-28,NA,"Initial growth","no",NA,NA,"Individual absent",2023
"NEON.PLA.D16.ABBY.06074","0b920dae-82fb-41da-8cd1-1944273550af",2023-03-28,NA,"Falling leaves","no",NA,NA,"Catkins",2023
"NEON.PLA.D16.ABBY.06499","a4f42874-c70c-4acc-909b-df4f2bfcc687",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,"Individual absent",2023
"NEON.PLA.D16.ABBY.06156","6730d1de-069d-4ee0-a32a-ca9763259199",2023-03-28,NA,"Falling leaves","no",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06161","140f79c8-7f9c-4552-be30-eaee2ee610b5",2023-03-28,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2023
"NEON.PLA.D16.ABBY.06153","afbbd276-577f-4fe9-aa95-7cf460ce86bc",2023-03-28,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06136","ebff4e03-e542-49d6-9611-dbe0cb17d2e0",2023-03-28,NA,"Falling leaves","no",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06296","f482ef44-fb2e-47a8-a5a8-14478c07cb15",2023-03-28,NA,"Young leaves","no",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06284","0f5e933e-dcaf-44b0-aaba-05e1bd4d9406",2023-03-28,NA,"Leaves","uncertain",NA,NA,"Covered in dead bracken fern",2023
"NEON.PLA.D16.ABBY.06033","302cb8b7-ede6-420a-b68c-b19190d743ff",2023-03-28,NA,"Falling leaves","no",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06192","f892b230-6ae1-4a0d-85d2-c8d06d752cd4",2023-03-28,NA,"Young needles","no","Number of young needles present",NA,NA,2023
"NEON.PLA.D16.ABBY.06108","12318c3a-1edf-4582-b4a4-c08bba6f6099",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,"Individual absent",2023
"NEON.PLA.D16.ABBY.06126","8c0c220a-f5ae-47d9-822a-f82ebf684634",2023-03-28,NA,"Young leaves","uncertain","Number of young leaves present",NA,NA,2023
"NEON.PLA.D16.ABBY.06102","adb0913c-f260-48de-8c7e-c7cd37ec1564",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,"Individual absent",2023
"NEON.PLA.D16.ABBY.06155","2bda4fa1-089d-40bf-97dd-8970abc77b1a",2023-03-28,NA,"Falling leaves","no",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06033","ee42c9ff-dad3-4bee-b98e-a9cc4caaf4d7",2023-03-28,NA,"Colored leaves","no","Percentage of the canopy that is full with colored leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06120","c868e837-76ed-4e9e-86f2-83adf49489f3",2023-03-28,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,NA,2023
"NEON.PLA.D16.ABBY.06148","0fe59895-440e-41cb-be17-8938096ee2b6",2023-03-28,NA,"Falling leaves","no",NA,NA,NA,2023
"NEON.PLA.D16.ABBY.06142","d84498b8-f2d7-4061-924f-9bf267dae964",2023-03-28,NA,"Breaking leaf buds","no","Number of breaking buds",NA,NA,2023
"NEON.PLA.D16.ABBY.06287","cdbc67c3-b716-45c1-82d6-6bcfd5c0eaf7",2023-03-28,NA,"Open flowers","no","Percentage of all fresh flowers (buds plus unopened plus open) on the plant that are open",NA,NA,2023
"NEON.PLA.D16.ABBY.06105","1268e20c-77f9-48af-9406-694399785d7f",2023-03-28,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,"Individual absent",2023
"NEON.PLA.D16.ABBY.06159","4caab37f-a8c6-49c5-88ec-211a9aa5cf80",2023-03-28,NA,"Leaves","yes","Percentage of the canopy that is full with leaves","5-24%",NA,2023
"NEON.PLA.D16.ABBY.06074","b712c378-d3c1-45cf-b46f-d53fa15715bf",2023-03-28,NA,"Increasing leaf size","no","Percentage of full size of most leaves",NA,"Catkins",2023
"NEON.PLA.D16.ABBY.06155","87cf17fd-188a-4ef1-a009-026b6246a094",2023-03-28,NA,"Leaves","no","Percentage of the canopy that is full with leaves",NA,NA,2023
